street,city,state,zipcode,address,bathrooms,bedrooms,carouselPhotos,comingSoonOnMarketDate,contingentListingType,country,currency,datePriceChanged,daysOnZillow,detailUrl,has3DModel,hasImage,hasVideo,imgSrc,latitude,listingStatus,listingSubType,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceChange,propertyType,rentZestimate,unit,variableData,zestimate,zpid
310 E 86th St APT 8A,New York,NY,10028,"310 E 86th St APT 8A, New York, NY 10028",2,2,"[{'url': 'https://photos.zillowstatic.com/fp/131c4172eae0bb1e8aedaa9c68fa7710-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7a2b0ff53a3b53b7322d877b12c50c6b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/266db80c508869690c8e0b2d2e5adad3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0152ad24efcdd8731198e59fc5b88d2f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a69cd1795070163905aec5e1d15d7e90-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e6c0a2dd954500213c393cad11d68735-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e664b7459490243e3538360ca6f3e9dd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7e13fb5794b15f7a4b583c563024abe6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/78aaa2db865c6abf8e93a122a2868ec8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/44d4c04e984a0c9419f14a9c3256e95e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/320bc72b593beee225e49f46ff7813e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/17717c07a7e04af16bb99ff09655d013-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c1a29bc24474b00f0884b059fb5b241e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4213ffd4685a9a79caafff03d52eacdd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9ee88894bc1fa00c55b3d9aa0c654183-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e1013c60b293c62f0c76284141ccc363-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3737d0d422f83e631ed85126c88ecd95-p_e.jpg'}]",,,USA,USD,,1,/homedetails/310-E-86th-St-APT-8A-New-York-NY-10028/448175038_zpid/,False,True,False,https://photos.zillowstatic.com/fp/131c4172eae0bb1e8aedaa9c68fa7710-p_e.jpg,40.777374,FOR_SALE,{'is_FSBA': True},1102,-73.95129,,,2225000,,CONDO,,Apt 8A,,2186800,448175038
2022 Madison Ave UNIT TOWNHOUSE,New York,NY,10035,"2022 Madison Ave UNIT TOWNHOUSE, New York, NY 10035",6,5,"[{'url': 'https://photos.zillowstatic.com/fp/9cd47d700c174f937c0969b36ca88b47-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/91d05a633b24ddd731813330525105f3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4280d9e88f8bf86a0d3eda6af86e249c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/00e5f433109ff0d2712dc36658cbdcc7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9e6b9a110e38e2260ca0d615ce023d8d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/df4021c0b89a77c9ee02c6276b610665-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6bc09dd2ff3ecac79d4cff7522628ae1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/28c8ef0f26e37a509e5a9913af3d6a34-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/be7836ec0af186dac20f83c3b946b1ac-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e9fc7858e9037988c6772bc93a7f2fea-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/90a902952ac5557373f661fc46992523-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fc19cea10c2b739794940cffdac15af6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/84cbfbc9cd935624cd8158f9214de2be-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/992b33a5eeae8153d1bc0eb0920d134c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6ec0d47a1ebd5a841f1b269ab1e5db0e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dff1e470f01ea1d28389509e6316c01e-p_e.jpg'}]",,,USA,USD,,1,/homedetails/2022-Madison-Ave-UNIT-TOWNHOUSE-New-York-NY-10035/449629588_zpid/,False,True,False,https://photos.zillowstatic.com/fp/9cd47d700c174f937c0969b36ca88b47-p_e.jpg,40.807896,FOR_SALE,"{'is_FSBA': True, 'is_openHouse': True}",3600,-73.939384,,,2499000,,MULTI_FAMILY,,Unit TOWNHOUSE,,,449629588
515 W 18th St APT 701,New York,NY,10011,"515 W 18th St APT 701, New York, NY 10011",1,1,"[{'url': 'https://photos.zillowstatic.com/fp/1d6e3919062c8bf0fd4c6e19b81d85d6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/babee6d12b787caa764eb589ef74913d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b76e54dbc99055dc047ad4d4a5ed1166-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/20960dc3b12f5e5ac86681fd4453c710-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/11c62007e733c8fa89116334777f78dd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7eccc01574b3ea203ab0243c66c826d6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e30cdca9be998df2e56977c8a49958df-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/99a633b6005a910320fabf652588553f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c844a44cf1b2615cb1e0072133cbe3e5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a8662ed97f95c394549d25a0113a1a8d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/304f0d78017ee62b3bec1d8fdf055ed9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/48f4fafc56ff0b901a5be72fe6652620-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1fb0ff2470bac8d52933708dd9e492ce-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d01faf092fd93d1ff8b9bd2e9a094499-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bc90bc5dfae90f8190e683ad0c19a605-p_e.jpg'}]",,,USA,USD,,1,/homedetails/515-W-18th-St-APT-701-New-York-NY-10011/2077276689_zpid/,False,True,False,https://photos.zillowstatic.com/fp/1d6e3919062c8bf0fd4c6e19b81d85d6-p_e.jpg,40.745083,FOR_SALE,{'is_FSBA': True},1085,-74.00653,,,2425000,,CONDO,8693,Apt 701,,2354100,2077276689
2 5th Ave #5GH,Manhattan,NY,10011,"2 5th Ave #5GH, Manhattan, NY 10011",2,2,"[{'url': 'https://photos.zillowstatic.com/fp/cb8120a32a9919fa1023aa360e30ebf8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7080d4ad82fc6bccc0f7054bb00cd42-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/916cfbdc216b23b4cfffb29a902e4ce6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8fd7837c359a2c68383d5c87cd69675f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/29745182e7b5cf178793e3c0dc1773f4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/52f5c3e0bdfa86514e5bbad631875593-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/37ac25da626e77e40364d585f745dfc8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cef9d9135622963cd034a57795618c52-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/573c61479bc27d74369f5fe2ee8db4a6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c5b371bab692ab5c4da4098cda9c4815-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9134838262b9f241a172a140060813da-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bb052126cbd4360177de30f9659b04dc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ddb7e58c18ea053ebf3027bd5943d8cb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3d8b91d74e31d4fe5a91b7be2a167d03-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/86bbf6c9666de66a17ceb1b616adb06b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4794f1eda2336e94b6b3d96f8ebc5745-p_e.jpg'}]",,,USA,USD,,1,/homedetails/2-5th-Ave-5GH-Manhattan-NY-10011/337733005_zpid/,False,True,False,https://photos.zillowstatic.com/fp/cb8120a32a9919fa1023aa360e30ebf8-p_e.jpg,40.732,FOR_SALE,{'is_FSBA': True},0,-73.99706,,,2550000,,CONDO,7533,# 5GH,,2623300,337733005
101 W 24th St #A3,New York,NY,10011,"101 W 24th St #A3, New York, NY 10011",1,1,"[{'url': 'https://photos.zillowstatic.com/fp/b106d03cefd586f939cba6edcf94ef9d-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a829b3e212180c042d95296382a46264-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/85960b280fc4758ef7daffe546df98f1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f3cf7720a48a3f667bfbb286edccfe71-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c82d4d8fb3b828eaeba65ca7df8c2980-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/802078f7c5cf24cb8013133acb375f1a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/357686b068f5d109b9be3d8cd97534e0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a68bce8de70805eb7c0344fde0e49c71-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3beaaa261c57c25d25b6d68fffbac026-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e9ee3ec70c20ba52c1f0e87f5070d435-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3ea1ecbbb683f0ab3618dfa88ba38f18-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/468176cf3c3d3e35df86e0a01a772e57-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/232b51474405019883a286caf0c3c2de-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ee8499e7cfa0ce2a0b91765b9fb76308-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/485fccf87b6303469aac129f6f80c607-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0323eb9d59ed8066a890affaad0a3421-p_e.jpg'}]",,,USA,USD,,1,/homedetails/101-W-24th-St-A3-New-York-NY-10011/2068485459_zpid/,False,True,False,https://photos.zillowstatic.com/fp/b106d03cefd586f939cba6edcf94ef9d-p_e.jpg,40.744,FOR_SALE,"{'is_FSBA': True, 'is_openHouse': True}",830,-73.9924,,,1695000,,CONDO,6476,# A3,,1639400,2068485459
250 W 96th St UNIT 6G,New York,NY,10025,"250 W 96th St UNIT 6G, New York, NY 10025",3,2,"[{'url': 'https://photos.zillowstatic.com/fp/33184824bc035215959e384d81ff97c0-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/df45fe8ddc6b7195e5e5a914767ed32c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3c972e240704f8fc34ea6d0cef99907f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/afc3b6ca43d0e60a407b9c0f7f756d8c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ba12f15d78defff838433c3a55a5e92-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4d7ddf0163941182771a9124da42ea5b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c86e6b9d29a8ef85924f302e727ce284-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/27403218b552c4b1878f397c693ba3ef-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/03d2dc01aa157c728739c95330fc1708-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/f5c26a346e46021e4e43ef2edaf07a4c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4dd91a3c46ebc31858dd8473143d3ce8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/fee39cd98bf153bceeec526499413c27-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4c3c7e55ee3a59ee5ccef2353fe8d098-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b847d3257b1163dedf735f823f53f3d1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/869d3abbb81249f6b0128f5da6c3b47e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/54fc153933864632af2a813bec68e617-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7ba9c501a90c83a4034bd735e53bc27a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/64b820a37746a628e719e2fb08a668f1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b8f75b8a277de0425d18db10fee619d3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3701a2b3fd409d0cd3a7eae4eb6f9197-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bd52b6b192730704639cedf6fedc2848-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/073e29ccac028bb063a3d4a9208b8efa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/35089e7a45f8ccfcd7e715dc6fc51cbc-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/1a8546493e76deab715c3509d1bad7f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/349d4f0b2cceac816622f970e0a555b2-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b8fac81ed85bc0f1c718712dae0b7da-p_e.jpg'}]",,,USA,USD,,1,/homedetails/250-W-96th-St-UNIT-6G-New-York-NY-10025/448174699_zpid/,False,True,False,https://photos.zillowstatic.com/fp/33184824bc035215959e384d81ff97c0-p_e.jpg,40.797157,FOR_SALE,{'is_FSBA': True},1223,-73.96495,,,2345000,,CONDO,,Unit 6G,,1883300,448174699
415 Central Park W APT 10E,New York,NY,10025,"415 Central Park W APT 10E, New York, NY 10025",3,2,"[{'url': 'https://photos.zillowstatic.com/fp/286e744ca4646268b71e5056a653a811-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d1ae991eb77fa00d8708fcc865d55426-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0b97b2a78e6d12d5028a432fdeb411de-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7034d7398498cfc392666cbffa354e71-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/eb0b285c42a8dda7bc38e49b565400f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2a7a960eb9d5a6dc974e0716eb5591ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/cefb19eb646ffaf000afe6e6c4303f54-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/bd44aa45b8415382bde5add389eba18c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c40a73dc9810038d88ec26f2508a1553-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/83d6062da439864e73e104b1256d9ca7-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d4383bb8cfb3621486c7de952765b73f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/92ff757ca32dd0bde09f75a8feebd630-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b56e527c4c4ec94f8ae7678a90bdfa17-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b918b13a7f21030456d76059e7ebaa42-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6d7fbab363fa9d0622e2a63bb0b99786-p_e.jpg'}]",,,USA,USD,,1,/homedetails/415-Central-Park-W-APT-10E-New-York-NY-10025/72534320_zpid/,False,True,False,https://photos.zillowstatic.com/fp/286e744ca4646268b71e5056a653a811-p_e.jpg,40.795174,FOR_SALE,"{'is_FSBA': True, 'is_openHouse': True}",1800,-73.96254,,,1995000,,CONDO,9002,Apt 10E,,1853600,72534320
255 E 49th St APT 14D,New York,NY,10017,"255 E 49th St APT 14D, New York, NY 10017",3,3,"[{'url': 'https://photos.zillowstatic.com/fp/e16c23440ef607aa9d17f29834a4153a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8e8f1b0022a610e1b66a9ffd02d850b5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e063863734b211bc66457adf765ec15f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a909de2b960ef8b4526edb30bd9a8849-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/af3d87a2501622fb92593bb16b5018ca-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7d6f14f00874eb0b5c4d994e3d61432a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/aef2c57048838f0b66d90be5f2d5f521-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d8a0cd5a8b9b5f49332f54d94e5e9092-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/564eb4f17575be8fafe8a1d4ae4e6593-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8b13a9c2f1fa28ee0c30401e3874a34a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5ec6ed0feef1517296cb7c64cf70ae72-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/8c05ad1b26fbb72664d28e63570849b5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6fe6b068bfa60d166cb315e4080a0a77-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/db6b299f348aed91c374865508c44ff8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/6adc646f8096cfe4eac4bb1f0c35c139-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/360bfeb75462493da4598f8bc1326406-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ec9e8c8b4e08492629922acf32e9539f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e4b84629d212164bcf244c6f69e28f5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/78a4abd36befaad561f13aaa519f6bcf-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ea949e93caea8c0bb87cbc0d17619fe4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/19d177ccb4d6d930ba0ab1657c5c0a64-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c382134139b362e5d7a11bc465cc428b-p_e.jpg'}]",,,USA,USD,2025-04-10,1,/homedetails/255-E-49th-St-APT-14D-New-York-NY-10017/31530466_zpid/,False,True,False,https://photos.zillowstatic.com/fp/e16c23440ef607aa9d17f29834a4153a-p_e.jpg,40.75484,FOR_SALE,"{'is_FSBA': True, 'is_openHouse': True}",1700,-73.969025,,,2250000,-50000,CONDO,8383,Apt 14D,,2201200,31530466
337 E 62nd St #TOWNHOUSE 1A,New York,NY,10065,"337 E 62nd St #TOWNHOUSE 1A, New York, NY 10065",3,3,"[{'url': 'https://photos.zillowstatic.com/fp/c92fbebd9b0f6ad64fde39977456a584-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0659bd061ffb11db74e50257b98455c3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b05388069677aacb3d59f958cf14cc3e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3769b7bda00c14ace72062f51698d481-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2081903513caf4a230f57598607766d4-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/56ac24724a5c1c6e38cb85d7ee38df86-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/86fbfbfb9d395b6499d39b2a2835a000-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ee0d5cec44f85757698dc82fbd50f5aa-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b99e35da5718fc258ed71b3d8795a4f9-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/ea534bdc78000c9365ff51601327b3e1-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3530a10937b4585ae998c725619813e8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/87e51b4609dfb35353d026653fb8f13c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/44c169e196212cfccd68edc7eae63555-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7eebdb74ad8698ba1e7a471307846664-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4e3e9e15aef5d65f43184ff811145c00-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e7efd228d5ac540297b80bd3b3551a26-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e8c345b4526d533fa391e38141aaea19-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/dc8035c9932883f686542ceb0ca9faf1-p_e.jpg'}]",,,USA,USD,,1,/homedetails/337-E-62nd-St-TOWNHOUSE-1A-New-York-NY-10065/449862878_zpid/,False,True,False,https://photos.zillowstatic.com/fp/c92fbebd9b0f6ad64fde39977456a584-p_e.jpg,40.76214,FOR_SALE,"{'is_FSBA': True, 'is_openHouse': True}",2286,-73.961555,,,2850000,,CONDO,,# Townhouse 1A,,,449862878
1 W 67th St #512,New York,NY,10023,"1 W 67th St #512, New York, NY 10023",2,2,"[{'url': 'https://photos.zillowstatic.com/fp/f983a38cd0741c4897f59839c4c29c89-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/56b1f46ac167a6577b07c41ebde22d9a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/06f862e31ebf718ab3dd0add20afbd99-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b670bf234ac06801e314112db434096a-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/101a6da3e613d107d332ec3bd28a7192-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/b47b6df4b30969aa1eb704c70ed43121-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9121e28d96199d8eeaa9ac3c9269f776-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/036258fadd9ade9f58670867e482a16e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3e7cabb274f1844946b840b08a156ad8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/381e69caf9e36544bf29ca0096a75f5c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4c2dca6ca61bb67bca28a39ea74922d5-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a3a48872b1e5a48e34646bb0c27f261f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2dcacb03c9e39a10c76c905924bcbd42-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/322b590d4d55f79ce852edb8e35abbed-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/2b39ccfb333c29e79c869ce26444618c-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/5fd73039ad939592b7f4a06f32039a62-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9e3fdb38cad3605219d599df8c949f49-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3b5b87dea9c65028ca5bd708683b0a10-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/d819098e257a4a563183e0f85d8f19eb-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/91ae280e7493a87fa0d1c0d8ed485ce6-p_e.jpg'}]",,,USA,USD,,1,/homedetails/1-W-67th-St-512-New-York-NY-10023/82809564_zpid/,False,True,False,https://photos.zillowstatic.com/fp/f983a38cd0741c4897f59839c4c29c89-p_e.jpg,40.773354,FOR_SALE,{'is_FSBA': True},1155,-73.97879,,,2950000,,CONDO,4417,# 512,,1314500,82809564
310 E 86th St APT 8A,New York,NY,10028,"310 E 86th St APT 8A, New York, NY 10028",2,2,"[{'url': 'https://photos.zillowstatic.com/fp/131c4172eae0bb1e8aedaa9c68fa7710-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7a2b0ff53a3b53b7322d877b12c50c6b-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/266db80c508869690c8e0b2d2e5adad3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/0152ad24efcdd8731198e59fc5b88d2f-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/a69cd1795070163905aec5e1d15d7e90-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e6c0a2dd954500213c393cad11d68735-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e664b7459490243e3538360ca6f3e9dd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/7e13fb5794b15f7a4b583c563024abe6-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/78aaa2db865c6abf8e93a122a2868ec8-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/44d4c04e984a0c9419f14a9c3256e95e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/320bc72b593beee225e49f46ff7813e3-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/17717c07a7e04af16bb99ff09655d013-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/c1a29bc24474b00f0884b059fb5b241e-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/4213ffd4685a9a79caafff03d52eacdd-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/9ee88894bc1fa00c55b3d9aa0c654183-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/e1013c60b293c62f0c76284141ccc363-p_e.jpg'}, {'url': 'https://photos.zillowstatic.com/fp/3737d0d422f83e631ed85126c88ecd95-p_e.jpg'}]",,,USA,USD,,1,/homedetails/310-E-86th-St-APT-8A-New-York-NY-10028/448175038_zpid/,False,True,False,https://photos.zillowstatic.com/fp/131c4172eae0bb1e8aedaa9c68fa7710-p_e.jpg,40.777374,FOR_SALE,{'is_FSBA': True},1102,-73.95129,,,2225000,,CONDO,,Apt 8A,,2186800,448175038
